ID,Paddy,Rice,UseForAnalyses,Justification,LabCode,C14Age,C14Error,Method,Delta13C,Delta13C_IRMS,MaterialClass,MaterialDetails,MaterialDetails_En,Context,SiteName,SiteName_En,SiteAddress,Latitude,Longitude,Prefecture,Region,Source,PublicationYear,Reference,Note,Problem
521,FALSE,TRUE,TRUE,,PLD-27275,2093,20,AMS,-24.79,,Charred Seed,炭化種実(イネ),carbonized seed/nuts rice (Oryza sativa),,岩崎遺跡群,Iwasakiisekigun,,33.222,130.546,Fukuoka,Kyushu,Tanaka et al 2015,2015,"Tanaka, K., Sato, Y.-I., Kamijo, N. (Eds.), 2015. Ancient rice in Japan II. Research Center for Archaeology of Northern Japan, Hirosaki University, Hirosaki (in Japanese).",,
523,FALSE,TRUE,TRUE,,Beta-181423,2660,40,,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),Sample No.9,雀居福岡,Sasai Fukuoka,"Sasai,雀居, Sasai, Hakata Ward, Fukuoka, 812-0891",33.57935337,130.4512285,Fukuoka,Kyushu,"Obata 2011, Table 22",2011,"Obata, Hiroki [小畑弘己著]. 2011. Ancient plant lore in northeast Asia and Jomon cultivation. [東北アジア古民族植物. 学と縄文農耕]. Doeisha: Tokyo. [in Japanese]","Site is part of airport, but has had multiple excavations - over 10 reports. e.g. 福岡市教育委員会 1995 『福岡市埋蔵文化財調査報告書406：雀居遺跡２』福岡市教育委員会. However the date was not found in any of them on nabunken",
524,FALSE,TRUE,TRUE,,Tka-13458,1595,40,,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),Sample JF0002,魔取五反田追跡 (福岡),Matogotandatsuiseki,〒839-1202 福岡県久留米市田主丸町鷹取496-1,33.34621005,130.7285166,Fukuoka,Kyushu,"Obata 2011, Table 22",2011,"Obata, Hiroki [小畑弘己著]. 2011. Ancient plant lore in northeast Asia and Jomon cultivation. [東北アジア古民族植物. 学と縄文農耕]. Doeisha: Tokyo. [in Japanese]","Site location is referenced in 1993 report 九州横断自動車道関係, 埋蔵文化財調在報告27朝倉郡朝倉町所在上の原遺跡の調査1 9 9 3福岡県教育委員会. But date is not",
525,FALSE,TRUE,TRUE,,Tka-13459,1550,40,,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),Sample JF0003,魔取五反田追跡 (福岡),Matogotandatsuiseki,〒839-1202 福岡県久留米市田主丸町鷹取496-1,33.34621005,130.7285166,Fukuoka,Kyushu,"Obata 2011, Table 22",2011,"Obata, Hiroki [小畑弘己著]. 2011. Ancient plant lore in northeast Asia and Jomon cultivation. [東北アジア古民族植物. 学と縄文農耕]. Doeisha: Tokyo. [in Japanese]","Site location is referenced in 1993 report 九州横断自動車道関係, 埋蔵文化財調在報告27朝倉郡朝倉町所在上の原遺跡の調査1 9 9 3福岡県教育委員会. But date is not",
526,FALSE,TRUE,FALSE,No reassurance - needs checking,GaK-17431,3020,80,AMS,NA,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),"中央調査区・SD11下層,No.1",小津浜遺跡,Ozuhamaiseki,守山市山賀町・杉江町,35.07165,135.95125,Shiga,Kansai,Rekihaku 14C Database,2002,琵琶湖開発関連埋蔵文化財発掘調査報告書6 小津浜遺跡 第１分冊（本文）,Needs to be checked via Shinya,Very old
527,FALSE,TRUE,FALSE,,IAA-541,NA,NA,Beta Counting,NA,-28.7,Wood,植物遺体(イネ),plant plant remains rice (Oryza sativa),B3地区 SK2480,中尾新保谷内遺跡,Nakaoshimboyachiiseki,氷見市中尾,36.85016944,136.9477194,Toyama,Chubu,Rekihaku 14C Database,2009,富山県文化振興財団埋蔵文化財発掘調査報告第41集 中尾茅戸遺跡 中尾新保谷内遺跡 神明北遺跡 大野江淵遺跡発掘調査報告(第二分冊),,No Date?
528,TRUE,FALSE,,,IAAA-103669,3780,30,AMS,-29.09,NA,Other Charred Remains,炭化物,carbonized material,Ⅲ層上部（水田被覆砂）,中西遺跡第14次,Nakanishiiseki No.14,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2011,奈良県遺跡調査概報 2010年度（第二分冊）,,
529,TRUE,FALSE,,,IAAA-103670,2490,30,AMS,-31.31,NA,Other Charred Remains,炭化物,carbonized material,Ⅲ層上部（水田被覆砂）,中西遺跡第14次,Nakanishiiseki No.14,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2011,奈良県遺跡調査概報 2010年度（第二分冊）,,
530,TRUE,FALSE,,,IAAA-103674,2420,30,AMS,-28.82,NA,Other Charred Remains,炭化物,carbonized material,Ⅳa層（水田耕作土）,中西遺跡第14次,Nakanishiiseki No.14,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2011,奈良県遺跡調査概報 2010年度（第二分冊）,,
531,TRUE,FALSE,,,IAAA-103674,2419,29,AMS,-28.82,NA,Other Charred Remains,炭化物,carbonized material,池西辺壁 8A-1層（水田耕作土） 試料名06（sample40）,中西遺跡第14次,Nakanishiiseki No.14,御所市條・室,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2017,中西遺跡Ⅰ―京奈和自動車道「御所区間」建設に伴う調査報告書（8）― 奈良県立橿原考古学研究所調査報告 第123冊,,
532,TRUE,FALSE,,,IAAA-103675,2420,30,AMS,-27.41,NA,Organic Residue from Pottery,土器付着炭化物,carbonized from pottery material residue,Ⅳ層（水田耕作土）,中西遺跡第14次,Nakanishiiseki No.14,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2011,奈良県遺跡調査概報 2010年度（第二分冊）,,
533,TRUE,FALSE,,,IAAA-103675,2419,29,AMS,-27.41,NA,Organic Residue from Pottery,土器付着炭化物,carbonized from pottery material residue,3-C4区 8A層（水田耕作土） 弥生土器（報告番号239） 試料名07（登録番号718）,中西遺跡第14次,Nakanishiiseki No.14,御所市條・室,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2017,中西遺跡Ⅰ―京奈和自動車道「御所区間」建設に伴う調査報告書（8）― 奈良県立橿原考古学研究所調査報告 第123冊,,
534,TRUE,FALSE,,,IAAA-103678,2440,30,AMS,-28.24,NA,Seed,種子（ホタルイ属）,"seed, club-rush (Scirpus / Bolboschoenus / Schoenoplectus sp.) bulrush (Schoenoplectiella juncoides syn. Scirpus juncoides)",Ⅳa層（水田耕作土）,中西遺跡第14次,Nakanishiiseki No.14,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2011,奈良県遺跡調査概報 2010年度（第二分冊）,,
535,TRUE,FALSE,,,IAAA-103678,2443,27,AMS,-28.24,NA,Seed,種子（ホタルイ属）,"seed, club-rush (Scirpus / Bolboschoenus / Schoenoplectus sp.) bulrush (Schoenoplectiella juncoides syn. Scirpus juncoides)",I27区畦畔南 8A-1層（水田耕作土） 洗浄土嚢袋1/7 試料名10,中西遺跡第14次,Nakanishiiseki No.14,御所市條・室,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2017,中西遺跡Ⅰ―京奈和自動車道「御所区間」建設に伴う調査報告書（8）― 奈良県立橿原考古学研究所調査報告 第123冊,,
536,TRUE,FALSE,,,IAAA-103679,2750,30,AMS,-18.76,NA,Other Charred Remains,炭化物,carbonized material,Ⅴ層（水田基盤土壌）,中西遺跡第14次,Nakanishiiseki No.14,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2011,奈良県遺跡調査概報 2010年度（第二分冊）,,
537,FALSE,TRUE,FALSE,Original Report not available,IAAA-110795,NA,NA,AMS,-33.81,NA,Seed,イネ未炭化籾殻,"carbonized shell, rice (Oryza sativa) rice unhusked (Oryza sp.)",方形遺構埋土中 14C-1,別對遺跡,Bettsuiiseki,大和郡山市椎木町、生駒郡安堵町岡崎,34.61211111,135.7650111,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第一分冊）,,No Date?
538,TRUE,FALSE,,,IAAA-112092,2130,20,AMS,-11.15,NA,Other Charred Remains,炭,charcoal,第2遺構面 水田土壌？（2a）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
539,TRUE,FALSE,,,IAAA-112092,2130,20,AMS,-11.15,NA,Other Charred Remains,炭,charcoal or charred seed?,第2遺構面 水田土壌？（2a）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
540,TRUE,FALSE,,,IAAA-112093,2250,30,AMS,-16.01,NA,Other Charred Remains,炭,charcoal,第3a-1遺構面 水田土壌？（7a）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
541,TRUE,FALSE,,,IAAA-112093,2250,30,AMS,-16.01,NA,Other Charred Remains,炭,charcoal or charred seed?,第3a-1遺構面 水田土壌？（7a）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
542,TRUE,FALSE,,,IAAA-112094,2390,20,AMS,-23.54,NA,Other Charred Remains,炭,charcoal,第3b-2遺構面 水田土壌（7d）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
543,TRUE,FALSE,,,IAAA-112094,2390,20,AMS,-23.54,NA,Other Charred Remains,炭,charcoal or charred seed?,第3b-2遺構面 水田土壌（7d）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
544,TRUE,FALSE,,,IAAA-112095,2310,20,AMS,-9.53,NA,Other Charred Remains,炭,charcoal,第3a-2遺構面 水田土壌？,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
545,TRUE,FALSE,,,IAAA-112095,2310,20,AMS,-9.53,NA,Other Charred Remains,炭,charcoal or charred seed?,第3a-2遺構面 水田土壌？,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
546,TRUE,FALSE,,,IAAA-112096,2410,30,AMS,-27.46,NA,Other Charred Remains,炭,charcoal,第3b遺構面 水田基盤土壌（8a）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
547,TRUE,FALSE,,,IAAA-112096,2410,30,AMS,-27.46,NA,Other Charred Remains,炭,charcoal or charred seed?,第3b遺構面 水田基盤土壌（8a）,秋津遺跡第4次,Akitsuiseki No.4,御所市條,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2012,奈良県遺跡調査概報 2011年度（第二分冊）,,
548,TRUE,FALSE,,,IAAA-122201,2460,30,AMS,-28.2,NA,Other Charred Remains,微粒炭,Fine grained charcoal,斜アゼEa12 第3b-1面水田作土？,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
549,TRUE,FALSE,,,IAAA-122202,2390,30,AMS,-26.68,NA,Other Charred Remains,微粒炭,Fine grained charcoal,斜アゼEa12 第3b-1面水田作土？,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
550,TRUE,FALSE,,,IAAA-122203,2430,30,AMS,-25.29,NA,Other Charred Remains,微粒炭,Fine grained charcoal,北壁Ea12 第3b-2面水田作土,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
551,TRUE,FALSE,,,IAAA-122204,2290,20,AMS,-14.9,NA,Other Charred Remains,微粒炭,Fine grained charcoal,北壁第3a-2面 水田作土,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
552,TRUE,FALSE,,,IAAA-122205,2430,20,AMS,-20.46,NA,Other Charred Remains,微粒炭,Fine grained charcoal,北壁第3b-2面 水田作土,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
553,TRUE,FALSE,,,IAAA-122210,1140,20,AMS,-27.98,NA,Wood,樹根樹皮,"bark root, wood indet.",Ee12 第3b-2面水田面検出立木,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
554,TRUE,FALSE,,,IAAA-122211,2570,30,AMS,-30.85,NA,Charred Seed,炭化種実,carbonized seed/nuts,南壁B地点No.1 第3b-1面水田作土,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
555,TRUE,FALSE,,,IAAA-122212,2370,30,AMS,-28.36,NA,Charred Seed,炭化種実,carbonized seed/nuts,南壁B地点No.3 第3b-2面水田作土,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
556,TRUE,FALSE,,,IAAA-122213,2500,30,AMS,-23.81,NA,Charred Seed,炭化種実,carbonized seed/nuts,南壁B地点No.7 第4a面水田作土,秋津遺跡第5次,Akitsuiseki No.5,御所市室および條地内,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2013年度（第二分冊）,,
557,TRUE,FALSE,,,IAAA-131823,2470,20,AMS,-23.79,NA,Other Charred Remains,微粒炭,Fine grained charcoal,E01line 第4a面水田作土,秋津遺跡第7-3次調査,Akitsuiseki No.7-3 Survey,御所市室,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2014年度（第一分冊）,,
558,TRUE,FALSE,,,IAAA-131824,2490,30,AMS,-20.52,NA,Other Charred Remains,微粒炭,Fine grained charcoal,E01line 第4a面水田作土下,秋津遺跡第7-3次調査,Akitsuiseki No.7-3 Survey,御所市室,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2014年度（第一分冊）,,
559,TRUE,FALSE,,,IAAA-131835,2460,20,AMS,-8.64,NA,Charred Remain,炭化草本類,carbonized herbaceous plants,南壁 第4a面水田作土泥直上,秋津遺跡第7-3次調査,Akitsuiseki No.7-3 Survey,御所市室,34.44106111,135.7354889,Nara,Kansai,Rekihaku 14C Database,2015,奈良県遺跡調査概報 2014年度（第一分冊）,,
560,TRUE,FALSE,,,IAAA-30875,2424,35,AMS,-23.54,NA,Soil,土壌,soil,14Cサンプル1（水田面サンプル6下部） (4)層（8a層）,前田遺跡,Maedaiseki,芦屋市前田町内,34.73166111,135.3004,Hyogo,Kansai,Rekihaku 14C Database,2004,芦屋市文化財調査報告 第52集 前田遺跡（第20地点）発掘調査概要報告書―弥生前期水田跡の構造と水利動態―,,
561,TRUE,FALSE,,,IAAA-30876,2393,35,AMS,-24.43,NA,Soil,土壌,soil,14Cサンプル2（水田面サンプル7） (4)層（8a層）,前田遺跡,Maedaiseki,芦屋市前田町内,34.73166111,135.3004,Hyogo,Kansai,Rekihaku 14C Database,2004,芦屋市文化財調査報告 第52集 前田遺跡（第20地点）発掘調査概要報告書―弥生前期水田跡の構造と水利動態―,,
562,TRUE,FALSE,,,IAAA-82949,2660,33,AMS,-27.12,NA,Soil,土壌,soil,東側断割りトレンチ土層断面 01（弥生時代中期初頭水田面（下層水田）の直下層） 試料No.2？,下加茂遺跡,Shimogamoiseki,洲本市下加茂2丁目,34.34723056,134.8738111,Hyogo,Kansai,Rekihaku 14C Database,2010,兵庫県文化財調査報告 第371冊 洲本市 下加茂遺跡 ―市道加茂中央線道路改良工事に伴う発掘調査報告書―,,
563,FALSE,TRUE,TRUE,,IAAA-83002,2327,30,AMS,-27.58,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),Ⅱ区SK05土坑埋土,市之郷遺跡,Ichinogouiseki,姫路市市之郷,34.82471111,134.7073806,Hyogo,Kansai,Rekihaku 14C Database,2010,兵庫県文化財調査報告 第372冊 姫路市 市之郷遺跡Ⅱ ―（都）大日線緊急街路整備工事に伴う発掘調査報告書―,,
564,FALSE,TRUE,TRUE,,IAAA-83003,2171,30,AMS,-24.07,NA,Charred Seed,炭化米,carbonized rice (Oryza sativa),Ⅱ区SK08土坑埋土,市之郷遺跡,Ichinogouiseki,姫路市市之郷,34.82471111,134.7073806,Hyogo,Kansai,Rekihaku 14C Database,2010,兵庫県文化財調査報告 第372冊 姫路市 市之郷遺跡Ⅱ ―（都）大日線緊急街路整備工事に伴う発掘調査報告書―,,
565,FALSE,TRUE,TRUE,,IAAA-91137,2562,30,AMS,-25.53,NA,Charred Seed,炭化種子 イネ胚乳,"carbonized seed, rice (Oryza sativa)",18次調査区 流路状遺構18-1215 B地点 fセクション5・6層（56）,上里遺跡,Uwazatoiseki,京都市西京区大原野上里南ノ町・大原野石見町地内,34.95000278,135.6843833,Kyoto,Kansai,Rekihaku 14C Database,2010,京都市埋蔵文化財研究所発掘調査報告書 2009-9 長岡京右京二条三坊一・八町跡、上里遺跡,,
566,FALSE,TRUE,TRUE,,IAAA-91139,2460,32,AMS,-24.44,NA,Charred Seed,炭化種子 イネ胚乳,"carbonized seed, rice (Oryza sativa)",18次調査区 流路状遺構18-1215 B地点 fセクション8～11層（138）,上里遺跡,Uwazatoiseki,京都市西京区大原野上里南ノ町・大原野石見町地内,34.95000278,135.6843833,Kyoto,Kansai,Rekihaku 14C Database,2010,京都市埋蔵文化財研究所発掘調査報告書 2009-9 長岡京右京二条三坊一・八町跡、上里遺跡,,
567,TRUE,FALSE,,,"pal-10233
PLD-33411",2439,20,AMS,-27.3,NA,Wood,樹根（エノキ属、根材、最外部3-4年）,"outermost 3-4 rings, hackberry (Celtis sp.) Japanese hackberry (Celtis sinensis var. japonica)",第3-3面 b07区 8B層（⑫層）（水田ベース土壌） 樹根1 試料名nakanishi25-c03,中西遺跡第25次,Nakanishiiseki No.25,御所市條・室,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2017,中西遺跡Ⅰ―京奈和自動車道「御所区間」建設に伴う調査報告書（8）― 奈良県立橿原考古学研究所調査報告 第123冊,,Strange LabCode
568,TRUE,FALSE,,,PED-20222,2438,21,AMS,-26.56,NA,Wood,木材（マキ属）,"material wood, plum pine (Podocarpus sp.)​",第3-1面水田直上 木製遺物A 試料No.23,中西遺跡第16次,Nakanishiiseki No.16,御所市條・室,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2017,中西遺跡Ⅰ―京奈和自動車道「御所区間」建設に伴う調査報告書（8）― 奈良県立橿原考古学研究所調査報告 第123冊,,
569,TRUE,FALSE,,,PED-20223,2371,22,AMS,-28.22,NA,Wood,木材（ヤマグワ）,"material wood, Chinese mulberry (Morus australis syn bombycis)",第3-1面水田直上 木製遺物B 試料No.24,中西遺跡第16次,Nakanishiiseki No.16,御所市條・室,34.44383889,135.7425389,Nara,Kansai,Rekihaku 14C Database,2017,中西遺跡Ⅰ―京奈和自動車道「御所区間」建設に伴う調査報告書（8）― 奈良県立橿原考古学研究所調査報告 第123冊,,
570,FALSE,TRUE,TRUE,,PLD-14738,2445,20,AMS,NA,NA,Charred Seed,炭化種子 イネ胚乳,"carbonized seed, rice (Oryza sativa)",18次調査区 流路状遺構18-1215 B地点 fセクション5・6層（84）,上里遺跡,Uwazatoiseki,京都市西京区大原野上里南ノ町・大原野石見町地内,34.95000278,135.6843833,Kyoto,Kansai,Rekihaku 14C Database,2010,京都市埋蔵文化財研究所調査報告書第24冊 上里遺跡Ⅰ－縄文時代晩期集落遺跡の調査―,,
571,FALSE,TRUE,TRUE,,PLD-14740,2410,20,AMS,NA,NA,Charred Seed,炭化種子 イネ胚乳,"carbonized seed, rice (Oryza sativa)",18次調査区 流路状遺構18-1215 B地点 fセクション8～11層（122）,上里遺跡,Uwazatoiseki,京都市西京区大原野上里南ノ町・大原野石見町地内,34.95000278,135.6843833,Kyoto,Kansai,Rekihaku 14C Database,2010,京都市埋蔵文化財研究所調査報告書第24冊 上里遺跡Ⅰ－縄文時代晩期集落遺跡の調査―,,
572,FALSE,TRUE,TRUE,,PLD-2496,1806,28,AMS,NA,-25.1,Charred Seed,炭化米,carbonized rice (Oryza sativa),02-1調査区B1トレンチ 遺構05008 5-2b面,久宝寺遺跡,Kyohojiiseki,八尾市竜華町2丁目,34.62336019,135.5865231,Osaka,Kansai,Rekihaku 14C Database,2007,（財）大阪府文化財センター調査報告書 第156集 久宝寺遺跡・竜華地区発掘調査報告書Ⅶ―分析・考察・付表編― ―寝屋川流域下水道竜華水みらいセンター水処理施設等建設事業に伴う発掘調査他―,,
